,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2008,ゼロックススーパーカップ,,03/01(土),13:35,鹿島,2-2(PK3-4),広島,国立,27245,日本テレビ系列にて全国生中継／ＣＳ日テレＧ＋で録画放送,11550
1,2008,Ｊ１,第１節第１日,03/08(土),13:02,Ｇ大阪,0-0,千葉,万博,18093,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10803
2,2008,Ｊ１,第１節第１日,03/08(土),14:04,Ｆ東京,1-1,神戸,味スタ,24390,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＴＯＫＹＯ　ＭＸ,10804
3,2008,Ｊ１,第１節第１日,03/08(土),14:04,名古屋,1-1,京都,豊田ス,26102,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ／ＮＨＫ名古屋,10806
4,2008,Ｊ１,第１節第１日,03/08(土),14:05,横浜FM,1-0,浦和,日産ス,61246,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）,10805
5,2008,Ｊ１,第１節第１日,03/08(土),15:04,清水,1-2,大分,日本平,19054,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／静岡放送,10807
6,2008,Ｊ１,第１節第１日,03/08(土),16:03,鹿島,4-0,札幌,カシマ,28152,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10808
7,2008,Ｊ２,第１節第１日,03/08(土),13:03,湘南,1-0,仙台,平塚,8724,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11109
8,2008,Ｊ２,第１節第１日,03/08(土),14:04,愛媛,2-1,熊本,ニンスタ,5122,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ松山,11110
9,2008,Ｊ２,第１節第１日,03/08(土),14:05,鳥栖,1-0,山形,ベアスタ,7057,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ佐賀／ＮＨＫ山形,11111
10,2008,Ｊ１,第１節第２日,03/09(日),14:04,柏,2-0,磐田,柏,11210,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10809
11,2008,Ｊ１,第１節第２日,03/09(日),14:04,川崎Ｆ,1-1,東京Ｖ,等々力,21020,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ総合,10810
12,2008,Ｊ１,第１節第２日,03/09(日),16:00,大宮,2-0,新潟,ＮＡＣＫ,12505,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレ玉（録）,10811
13,2008,Ｊ２,第１節第２日,03/09(日),13:04,草津,0-2,広島,群馬陸,6974,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／群馬テレビ,11113
14,2008,Ｊ２,第１節第２日,03/09(日),13:05,水戸,0-2,Ｃ大阪,笠松,5437,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,11112
15,2008,Ｊ２,第１節第２日,03/09(日),14:03,甲府,1-1,岐阜,小瀬,13211,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府／ＮＨＫ岐阜（東海３県）,11114
16,2008,Ｊ２,第１節第２日,03/09(日),14:06,徳島,0-2,横浜FC,鳴門大塚,6150,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ徳島,11115
17,2008,サテライトリーグ Ａグループ,第１日,03/09(日),15:02,千葉,2-0,湘南,姉崎,308,,
18,2008,サテライトリーグ Ｃグループ,第１日,03/09(日),14:00,Ｆ東京,1-0,浦和,夢の島,1629,,
19,2008,サテライトリーグ Ｅグループ,第１日,03/09(日),14:00,京都,1-1,神戸,東城陽Ｇ,241,,
20,2008,Ｊ１,第２節第１日,03/15(土),13:05,大分,2-0,柏,九石ド,18263,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10812
21,2008,Ｊ１,第２節第１日,03/15(土),14:04,浦和,0-2,名古屋,埼玉,54482,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ総合,10813
22,2008,Ｊ１,第２節第１日,03/15(土),15:00,神戸,4-1,川崎Ｆ,ホムスタ,16066,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10815
23,2008,Ｊ１,第２節第１日,03/15(土),15:04,磐田,3-0,Ｇ大阪,エコパ,25560,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ／静岡放送,10814
24,2008,Ｊ１,第２節第１日,03/15(土),16:03,新潟,2-3,Ｆ東京,東北電ス,35083,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10817
25,2008,Ｊ１,第２節第１日,03/15(土),16:05,札幌,1-2,横浜FM,札幌ド,25225,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）／北海道放送,10816
26,2008,Ｊ１,第２節第１日,03/15(土),17:03,千葉,1-2,清水,フクアリ,14566,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10818
27,2008,Ｊ２,第２節第１日,03/15(土),13:04,Ｃ大阪,1-3,山形,長居,6937,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11116
28,2008,Ｊ２,第２節第１日,03/15(土),15:03,熊本,2-1,草津,熊本,5960,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／熊本放送,11117
29,2008,Ｊ１,第２節第２日,03/16(日),13:34,京都,2-1,大宮,西京極,14982,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ／ＫＢＳ京都（録）,10819
30,2008,Ｊ１,第２節第２日,03/16(日),16:03,東京Ｖ,0-2,鹿島,味スタ,18934,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）／日本テレビ（録）,10820
31,2008,Ｊ２,第２節第２日,03/16(日),13:03,岐阜,0-1,仙台,長良川,5023,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／岐阜放送,11118
32,2008,Ｊ２,第２節第２日,03/16(日),13:04,福岡,2-1,水戸,レベスタ,15157,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11119
33,2008,Ｊ２,第２節第２日,03/16(日),14:03,甲府,0-0,徳島,小瀬,9687,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／山梨放送,11120
34,2008,Ｊ２,第２節第２日,03/16(日),14:04,広島,3-0,愛媛,広島ビ,17250,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ広島,11121
35,2008,Ｊ２,第２節第２日,03/16(日),16:04,横浜FC,3-2,湘南,ニッパ球,6287,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11122
36,2008,ＹＮＣ 予選Ａグループ,第１節,03/20(木・祝),14:00,名古屋,0-1,京都,瑞穂陸,5410,,10734
37,2008,ＹＮＣ 予選Ａグループ,第１節,03/20(木・祝),16:00,浦和,0-1,神戸,埼玉,33392,フジテレビ７３９／テレ玉（録）,10735
38,2008,ＹＮＣ 予選Ｂグループ,第１節,03/20(木・祝),15:00,東京Ｖ,0-2,磐田,味スタ,5660,,10746
39,2008,ＹＮＣ 予選Ｂグループ,第１節,03/20(木・祝),15:00,清水,3-1,Ｆ東京,日本平,10035,,10747
40,2008,ＹＮＣ 予選Ｃグループ,第１節,03/20(木・祝),13:00,川崎Ｆ,0-2,千葉,等々力,9079,フジテレビ７３９,10758
41,2008,ＹＮＣ 予選Ｃグループ,第１節,03/20(木・祝),16:02,柏,1-1,札幌,柏の葉,4838,,10759
42,2008,ＹＮＣ 予選Ｄグループ,第１節,03/20(木・祝),15:00,横浜FM,1-0,大分,ニッパ球,6179,,10770
43,2008,ＹＮＣ 予選Ｄグループ,第１節,03/20(木・祝),16:00,新潟,2-2,大宮,東北電ス,22578,,10771
44,2008,Ｊ２,第３節第１日,03/20(木・祝),13:04,山形,3-5,岐阜,ＮＤスタ,5430,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11124
45,2008,Ｊ２,第３節第１日,03/20(木・祝),13:04,草津,0-0,横浜FC,群馬陸,2868,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／群馬テレビ,11125
46,2008,Ｊ２,第３節第１日,03/20(木・祝),13:05,鳥栖,1-0,Ｃ大阪,ベアスタ,7839,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11126
47,2008,Ｊ２,第３節第１日,03/20(木・祝),13:06,仙台,1-0,福岡,ユアスタ,15626,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ仙台,11123
48,2008,Ｊ２,第３節第１日,03/20(木・祝),16:03,湘南,0-2,広島,平塚,4027,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11128
49,2008,Ｊ２,第３節第１日,03/20(木・祝),16:04,水戸,1-0,甲府,笠松,1506,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11127
50,2008,Ｊ２,第３節第１日,03/20(木・祝),16:04,徳島,0-3,愛媛,鳴門大塚,3564,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11129
51,2008,ＹＮＣ 予選Ａグループ,第２節,03/23(日),15:00,神戸,0-1,名古屋,ホムスタ,6051,,10736
52,2008,ＹＮＣ 予選Ａグループ,第２節,03/23(日),17:00,京都,3-3,浦和,西京極,13332,フジテレビ７３９,10737
53,2008,ＹＮＣ 予選Ｂグループ,第２節,03/23(日),14:00,磐田,0-2,Ｆ東京,ヤマハ,10543,,10748
54,2008,ＹＮＣ 予選Ｂグループ,第２節,03/23(日),15:00,東京Ｖ,0-0,清水,味スタ,7154,,10749
55,2008,ＹＮＣ 予選Ｃグループ,第２節,03/23(日),13:01,札幌,2-1,川崎Ｆ,室蘭,5387,,10760
56,2008,ＹＮＣ 予選Ｃグループ,第２節,03/23(日),16:00,千葉,1-1,柏,フクアリ,10856,,10761
57,2008,ＹＮＣ 予選Ｄグループ,第２節,03/23(日),14:00,大宮,0-0,横浜FM,ＮＡＣＫ,9174,フジテレビ７３９,10772
58,2008,ＹＮＣ 予選Ｄグループ,第２節,03/23(日),14:05,大分,3-0,新潟,九石ド,10774,テレビ大分,10773
59,2008,Ｊ２,第４節第１日,03/23(日),13:03,横浜FC,0-0,鳥栖,ニッパ球,3728,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11130
60,2008,Ｊ２,第４節第１日,03/23(日),13:03,熊本,0-2,湘南,熊本,3046,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11132
61,2008,Ｊ２,第４節第１日,03/23(日),13:04,Ｃ大阪,2-1,仙台,長居,6069,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11131
62,2008,Ｊ２,第４節第１日,03/23(日),14:04,愛媛,1-2,草津,ニンスタ,2342,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／あいテレビ,11133
63,2008,Ｊ２,第４節第１日,03/23(日),16:03,甲府,2-2,福岡,小瀬,9185,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11134
64,2008,Ｊ２,第４節第１日,03/23(日),16:04,広島,2-2,水戸,広島ビ,6677,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11135
65,2008,Ｊ２,第４節第１日,03/23(日),18:03,岐阜,2-1,徳島,長良川,2028,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／名古屋テレビ（録）,11136
66,2008,サテライトリーグ Ｅグループ,第２日,03/24(月),14:01,Ｇ大阪,1-0,Ｃ大阪,ガンバＧ,350,,
67,2008,サテライトリーグ Ｆグループ,第１日,03/24(月),14:01,熊本,2-0,大分,水前寺,300,,
68,2008,Ｊ２,第５節第１日,03/29(土),13:04,仙台,1-0,草津,ユアスタ,12167,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11137
69,2008,Ｊ２,第５節第１日,03/29(土),13:04,山形,0-0,甲府,ＮＤスタ,3164,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11138
70,2008,Ｊ２,第５節第１日,03/29(土),13:04,水戸,2-2,横浜FC,笠松,5024,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11139
71,2008,Ｊ２,第５節第１日,03/29(土),16:03,湘南,2-3,徳島,平塚,4474,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11140
72,2008,Ｊ２,第５節第１日,03/29(土),16:03,Ｃ大阪,1-0,岐阜,長居,5617,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11141
73,2008,Ｊ１,第３節第１日,03/30(日),13:03,Ｇ大阪,2-1,東京Ｖ,万博,13693,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10822
74,2008,Ｊ１,第３節第１日,03/30(日),13:04,清水,0-0,大宮,日本平,13855,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレビ静岡,10821
75,2008,Ｊ１,第３節第１日,03/30(日),14:04,Ｆ東京,3-3,京都,味スタ,19233,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＴＯＫＹＯ　ＭＸ,10823
76,2008,Ｊ１,第３節第１日,03/30(日),15:05,川崎Ｆ,2-0,千葉,等々力,17658,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10824
77,2008,Ｊ１,第３節第１日,03/30(日),16:01,柏,1-2,札幌,柏,10048,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／千葉テレビ（録）,10827
78,2008,Ｊ１,第３節第１日,03/30(日),16:03,浦和,3-0,新潟,埼玉,46962,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレ玉（録）,10826
79,2008,Ｊ１,第３節第１日,03/30(日),16:04,鹿島,2-1,横浜FM,カシマ,22901,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ,10825
80,2008,Ｊ１,第３節第１日,03/30(日),19:03,名古屋,2-1,大分,瑞穂陸,8764,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／名古屋テレビ（録）,10828
81,2008,Ｊ１,第３節第１日,03/30(日),19:03,神戸,3-2,磐田,ホムスタ,10043,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10829
82,2008,Ｊ２,第５節第２日,03/30(日),13:03,福岡,2-0,愛媛,レベスタ,9096,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11142
83,2008,Ｊ２,第５節第２日,03/30(日),13:03,鳥栖,1-1,熊本,ベアスタ,6201,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,11143
84,2008,サテライトリーグ Ｂグループ,第１日,03/30(日),14:00,仙台,0-2,山形,ユアスタ,2800,,
85,2008,Ｊ１,第４節第１日,04/02(水),19:01,大分,1-2,Ｇ大阪,九石ド,17651,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10838
86,2008,Ｊ１,第４節第１日,04/02(水),19:03,札幌,0-2,川崎Ｆ,札幌ド,14377,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10830
87,2008,Ｊ１,第４節第１日,04/02(水),19:03,千葉,1-1,神戸,フクアリ,8694,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10832
88,2008,Ｊ１,第４節第１日,04/02(水),19:03,東京Ｖ,1-2,磐田,国立,9087,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／日本テレビ（録）,10833
89,2008,Ｊ１,第４節第１日,04/02(水),19:03,清水,1-2,浦和,日本平,15223,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10836
90,2008,Ｊ１,第４節第１日,04/02(水),19:04,大宮,1-2,名古屋,ＮＡＣＫ,7591,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレ玉／Ｊ　ＳＰＯＲＴＳ２,10831
91,2008,Ｊ１,第４節第１日,04/02(水),19:04,新潟,0-2,鹿島,東北電ス,22740,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ,10835
92,2008,Ｊ１,第４節第１日,04/02(水),19:04,京都,0-1,柏,西京極,8192,スカパー！（パーフェクト　チョイス）／ｅ２（サムライ）／ＫＢＳ京都,10837
93,2008,Ｊ１,第４節第１日,04/02(水),19:05,横浜FM,3-0,Ｆ東京,ニッパ球,11670,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10834
94,2008,Ｊ１,第５節第１日,04/05(土),13:00,大宮,2-0,大分,ＮＡＣＫ,6450,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10839
95,2008,Ｊ１,第５節第１日,04/05(土),13:04,磐田,1-2,浦和,エコパ,27866,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）／静岡放送,10840
96,2008,Ｊ１,第５節第１日,04/05(土),14:04,鹿島,4-1,千葉,カシマ,17257,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10841
97,2008,Ｊ１,第５節第１日,04/05(土),14:04,Ｆ東京,1-0,札幌,味スタ,20180,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ／ＴＯＫＹＯ　ＭＸ,10842
98,2008,Ｊ１,第５節第１日,04/05(土),16:03,名古屋,2-0,横浜FM,豊田ス,19193,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／名古屋テレビ（録）,10843
99,2008,Ｊ１,第５節第１日,04/05(土),16:03,Ｇ大阪,2-0,清水,万博,16219,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10844
100,2008,Ｊ１,第５節第１日,04/05(土),17:03,川崎Ｆ,0-1,京都,等々力,14753,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10845
101,2008,Ｊ２,第６節第１日,04/05(土),13:04,草津,1-2,湘南,群馬陸,4751,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／群馬テレビ（録）,11144
102,2008,Ｊ２,第６節第１日,04/05(土),13:04,愛媛,1-2,鳥栖,ニンスタ,2617,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,11145
103,2008,Ｊ１,第５節第２日,04/06(日),16:00,柏,0-0,新潟,柏,9585,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／千葉テレビ（録）,10846
104,2008,Ｊ１,第５節第２日,04/06(日),16:03,神戸,0-1,東京Ｖ,ホムスタ,8150,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ神戸,10847
105,2008,Ｊ２,第６節第２日,04/06(日),13:03,横浜FC,1-1,仙台,ニッパ球,6465,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11146
106,2008,Ｊ２,第６節第２日,04/06(日),13:03,熊本,1-2,山形,熊本,3515,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,11148
107,2008,Ｊ２,第６節第２日,04/06(日),13:04,徳島,3-1,福岡,鳴門大塚,2722,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11147
108,2008,Ｊ２,第６節第２日,04/06(日),14:03,甲府,3-2,Ｃ大阪,小瀬,10389,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府,11149
109,2008,Ｊ２,第６節第２日,04/06(日),16:03,岐阜,1-1,広島,長良川,5471,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／岐阜放送,11150
110,2008,サテライトリーグ Ｃグループ,第２日,04/06(日),14:01,草津,2-2,鹿島,群馬サ,1200,,
111,2008,サテライトリーグ Ｃグループ,第２日,04/06(日),14:30,水戸,3-1,浦和,水戸サ,721,,
112,2008,サテライトリーグ Ｄグループ,第１日,04/06(日),14:00,磐田,3-1,川崎Ｆ,ヤマハ,1034,,
113,2008,サテライトリーグ Ｆグループ,第２日,04/06(日),14:01,大分,1-3,愛媛,大分スＡ,813,,
114,2008,サテライトリーグ Ｆグループ,第３日,04/07(月),14:00,広島,5-2,熊本,吉田,63,,
115,2008,Ｊ１,第６節第１日,04/12(土),13:34,札幌,2-1,磐田,札幌ド,15240,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／北海道文化放送,10848
116,2008,Ｊ１,第６節第１日,04/12(土),14:03,清水,0-2,名古屋,日本平,14167,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ静岡／ＮＨＫ名古屋,10850
117,2008,Ｊ１,第６節第１日,04/12(土),14:05,横浜FM,2-0,柏,日産ス,20026,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10849
118,2008,Ｊ１,第６節第１日,04/12(土),16:03,千葉,2-4,大宮,フクアリ,11091,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10851
119,2008,Ｊ１,第６節第１日,04/12(土),17:03,東京Ｖ,1-2,Ｆ東京,味スタ,22503,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）／日本テレビ（録）,10852
120,2008,Ｊ１,第６節第１日,04/12(土),19:05,大分,0-0,川崎Ｆ,九石ド,16977,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ,10853
121,2008,Ｊ２,第７節第１日,04/12(土),13:03,福岡,1-5,岐阜,レベスタ,7854,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11152
122,2008,Ｊ２,第７節第１日,04/12(土),13:04,山形,1-0,横浜FC,ＮＤスタ,3832,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11151
123,2008,Ｊ２,第７節第１日,04/12(土),13:34,仙台,1-1,徳島,ユアスタ,11013,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ミヤギテレビ,11153
124,2008,Ｊ１,第６節第２日,04/13(日),13:04,京都,2-1,神戸,西京極,14109,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＫＢＳ京都（録）,10854
125,2008,Ｊ１,第６節第２日,04/13(日),16:03,Ｇ大阪,2-2,新潟,万博,13321,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10856
126,2008,Ｊ１,第６節第２日,04/13(日),16:04,浦和,2-0,鹿島,埼玉,54450,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）／テレ玉（録）,10855
127,2008,Ｊ２,第７節第２日,04/13(日),13:04,鳥栖,1-1,草津,ベアスタ,4797,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11155
128,2008,Ｊ２,第７節第２日,04/13(日),13:05,水戸,2-2,熊本,笠松,1464,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ水戸＊,11154
129,2008,Ｊ２,第７節第２日,04/13(日),16:03,湘南,1-0,甲府,平塚,5652,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11156
130,2008,Ｊ２,第７節第２日,04/13(日),16:04,広島,4-1,Ｃ大阪,広島ビ,8415,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,11157
131,2008,サテライトリーグ Ｂグループ,第２日,04/13(日),14:00,山形,0-0,仙台,ＮＤスタ,1923,,
