,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance,home_pk,away_pk
0,1995/08/12,1,1,12:00,札幌,市原,2,1,Ｇ大阪,,9518,,
1,1995/08/12,1,2,19:01,日本平,清水,0,1,広島,,20117,,
2,1995/08/12,1,3,19:02,カシマ,鹿島,0,2,横浜M,,16162,,
3,1995/08/12,1,4,19:03,長崎,横浜Ｆ,0,6,浦和,,11954,,
4,1995/08/12,1,5,19:03,瑞穂陸,名古屋,4,0,磐田,,22573,,
5,1995/08/12,1,6,19:03,長居２,Ｃ大阪,2,1,柏,,9297,,
6,1995/08/12,1,7,19:04,等々力,Ｖ川崎,3,1,平塚,,13931,,
0,1995/08/16,2,1,19:00,万博,Ｇ大阪,3,4,柏,,10078,,
1,1995/08/16,2,2,19:01,広島ビ,広島,1,0,Ｃ大阪,,15523,,
2,1995/08/16,2,3,19:02,市原,市原,2,3,名古屋,,12584,,
3,1995/08/16,2,4,19:02,磐田,磐田,0,2,鹿島,,18251,,
4,1995/08/16,2,5,19:03,国立,横浜M,0,1,Ｖ川崎,,52699,,
5,1995/08/16,2,6,19:03,平塚,平塚,1,2,横浜Ｆ,,13189,,
6,1995/08/16,2,7,19:07,駒場,浦和,1,2,清水,,21559,,
0,1995/08/19,3,1,18:00,カシマ,鹿島,5,1,市原,,15783,,
1,1995/08/19,3,2,18:59,柏,柏,1,0,広島,,12429,,
2,1995/08/19,3,3,19:00,長居２,Ｃ大阪,0,1,浦和,,12091,,
3,1995/08/19,3,4,19:03,等々力,Ｖ川崎,1,0,磐田,,15757,,
4,1995/08/19,3,5,19:03,国立,清水,2,0,平塚,,32663,,
5,1995/08/19,3,6,19:03,長良川,名古屋,3,1,Ｇ大阪,,21734,,
6,1995/08/19,3,7,19:04,三ツ沢,横浜Ｆ,2,1,横浜M,,14104,,
0,1995/08/23,4,1,19:00,平塚,平塚,1,0,Ｃ大阪,,11426,,
1,1995/08/23,4,2,19:00,磐田,磐田,1,2,横浜Ｆ,,16832,,
2,1995/08/23,4,3,19:00,瑞穂陸,名古屋,2,1,鹿島,,22028,,
3,1995/08/23,4,4,19:02,万博,Ｇ大阪,5,2,広島,,9440,,
4,1995/08/23,4,5,19:03,国立,浦和,0,2,柏,,51580,,
5,1995/08/23,4,6,19:03,三ツ沢,横浜M,0,1,清水,,12764,,
6,1995/08/23,4,7,19:04,市原,市原,3,1,Ｖ川崎,,15234,,
0,1995/08/26,5,1,18:04,カシマ,鹿島,4,0,Ｇ大阪,,16110,,
1,1995/08/26,5,2,18:30,広島ビ,広島,0,1,浦和,,14545,,
2,1995/08/26,5,3,19:00,長居２,Ｃ大阪,0,2,横浜M,,12848,,
3,1995/08/26,5,4,19:01,三ツ沢,横浜Ｆ,0,1,市原,,12421,,
4,1995/08/26,5,5,19:01,日本平,清水,0,2,磐田,,20295,,
5,1995/08/26,5,6,19:03,柏,柏,3,0,平塚,,15865,,
6,1995/08/26,5,7,19:03,等々力,Ｖ川崎,3,2,名古屋,,15503,,
0,1995/09/02,6,1,18:30,長良川,名古屋,2,1,横浜Ｆ,,22024,,
1,1995/09/02,6,2,19:00,三ツ沢,横浜M,2,3,柏,,12123,,
2,1995/09/02,6,3,19:00,磐田,磐田,2,1,Ｃ大阪,,16506,,
3,1995/09/02,6,4,19:00,万博,Ｇ大阪,1,4,浦和,,15181,,
4,1995/09/02,6,5,19:03,平塚,平塚,4,0,広島,,12354,,
5,1995/09/02,6,6,19:05,カシマ,鹿島,1,5,Ｖ川崎,,16628,,
6,1995/09/02,6,7,19:05,国立,市原,0,1,清水,,35040,,
0,1995/09/06,7,1,19:00,柏,柏,2,4,磐田,,11846,,
1,1995/09/06,7,2,19:01,駒場,浦和,3,2,平塚,,20417,,
2,1995/09/06,7,3,19:02,日本平,清水,2,0,名古屋,,17005,,
3,1995/09/06,7,4,19:03,等々力,Ｖ川崎,2,0,Ｇ大阪,,16455,,
4,1995/09/06,7,5,19:03,広島ス,広島,0,0,横浜M,,8171,1,4
5,1995/09/06,7,6,19:04,国立,横浜Ｆ,1,2,鹿島,,41239,,
6,1995/09/06,7,7,19:05,長居２,Ｃ大阪,3,4,市原,,8347,,
0,1995/09/09,8,1,18:33,駒場,浦和,1,0,磐田,,22150,,
1,1995/09/09,8,2,19:00,大分,Ｃ大阪,1,0,鹿島,,9056,,
2,1995/09/09,8,3,19:03,柏,柏,1,2,名古屋,,14152,,
3,1995/09/09,8,4,19:03,三ツ沢,横浜Ｆ,2,1,Ｇ大阪,,11188,,
4,1995/09/09,8,5,19:03,広島ビ,広島,0,2,市原,,11227,,
5,1995/09/09,8,6,19:04,平塚,平塚,2,3,横浜M,,15118,,
6,1995/09/09,8,7,19:05,国立,清水,1,1,Ｖ川崎,,43502,9,8
0,1995/09/13,9,1,19:00,国立,Ｖ川崎,4,1,横浜Ｆ,,43279,,
1,1995/09/13,9,2,19:00,磐田,磐田,1,2,広島,,15669,,
2,1995/09/13,9,3,19:00,瑞穂陸,名古屋,0,1,Ｃ大阪,,21485,,
3,1995/09/13,9,4,19:02,市原,市原,1,3,柏,,10439,,
4,1995/09/13,9,5,19:03,カシマ,鹿島,2,3,清水,,16093,,
5,1995/09/13,9,6,19:03,三ツ沢,横浜M,3,1,浦和,,13205,,
6,1995/09/13,9,7,19:03,万博,Ｇ大阪,3,2,平塚,,7563,,
0,1995/09/16,10,1,14:01,札幌,Ｖ川崎,2,1,Ｃ大阪,,18786,,
1,1995/09/16,10,2,19:00,磐田,磐田,5,2,平塚,,15672,,
2,1995/09/16,10,3,19:03,新潟,市原,1,0,浦和,,14543,,
3,1995/09/16,10,4,19:04,長崎,横浜Ｆ,0,3,清水,,11591,,
4,1995/09/16,10,5,19:05,国立,鹿島,4,3,柏,,35822,,
5,1995/09/16,10,6,19:05,瑞穂陸,名古屋,1,0,広島,,19735,,
6,1995/09/16,10,7,19:05,万博,Ｇ大阪,1,2,横浜M,,15639,,
0,1995/09/23,11,1,15:01,駒場,浦和,1,2,名古屋,,21101,,
1,1995/09/23,11,2,15:01,長居２,Ｃ大阪,5,1,横浜Ｆ,,10376,,
2,1995/09/23,11,3,15:03,柏,柏,1,7,Ｖ川崎,,14032,,
3,1995/09/23,11,4,15:03,国立,横浜M,2,1,磐田,,45741,,
4,1995/09/23,11,5,15:03,平塚,平塚,2,2,市原,,12062,4,5
5,1995/09/23,11,6,15:03,広島ビ,広島,1,2,鹿島,,13025,,
6,1995/09/23,11,7,16:03,日本平,清水,0,1,Ｇ大阪,,19209,,
0,1995/09/27,12,1,19:00,カシマ,鹿島,2,0,浦和,,15819,,
1,1995/09/27,12,2,19:00,日本平,清水,2,1,Ｃ大阪,,14340,,
2,1995/09/27,12,3,19:00,瑞穂陸,名古屋,4,0,平塚,,21135,,
3,1995/09/27,12,4,19:03,国立,市原,1,2,横浜M,,28802,,
4,1995/09/27,12,5,19:03,博多球,Ｖ川崎,3,0,広島,,16965,,
5,1995/09/27,12,6,19:03,三ツ沢,横浜Ｆ,2,1,柏,,9617,,
6,1995/09/27,12,7,19:04,神戸ユ,Ｇ大阪,2,3,磐田,,7774,,
0,1995/09/30,13,1,15:00,国立,磐田,3,0,市原,,31774,,
1,1995/09/30,13,2,15:03,三ツ沢,横浜M,5,0,名古屋,,12591,,
2,1995/09/30,13,3,15:04,柏,柏,2,3,清水,,12332,,
3,1995/09/30,13,4,15:04,長居２,Ｃ大阪,3,2,Ｇ大阪,,12049,,
4,1995/09/30,13,5,18:34,愛媛陸,広島,0,1,横浜Ｆ,,11206,,
5,1995/09/30,13,6,19:03,平塚,平塚,2,1,鹿島,,14663,,
6,1995/09/30,13,7,19:04,駒場,浦和,0,2,Ｖ川崎,,20938,,
0,1995/10/04,14,1,19:00,柏,柏,3,0,Ｇ大阪,,10038,,
1,1995/10/04,14,2,19:00,瑞穂陸,名古屋,5,0,市原,,21174,,
2,1995/10/04,14,3,19:03,カシマ,鹿島,1,0,磐田,,15599,,
3,1995/10/04,14,4,19:03,日本平,清水,2,1,浦和,,17934,,
4,1995/10/04,14,5,19:04,等々力,Ｖ川崎,4,1,横浜M,,18245,,
5,1995/10/04,14,6,19:04,鴨池,横浜Ｆ,1,1,平塚,,11905,4,5
6,1995/10/04,14,7,19:04,長居２,Ｃ大阪,1,2,広島,,8098,,
0,1995/10/07,15,1,15:03,駒場,浦和,1,3,Ｃ大阪,,19044,,
1,1995/10/07,15,2,15:03,市原,市原,0,0,鹿島,,13032,2,4
2,1995/10/07,15,3,15:03,三ツ沢,横浜M,1,0,横浜Ｆ,,12249,,
3,1995/10/07,15,4,15:06,国立,平塚,0,4,清水,,34883,,
4,1995/10/07,15,5,16:05,広島ス,広島,2,1,柏,,7215,,
5,1995/10/07,15,6,17:00,佐賀,Ｇ大阪,1,2,名古屋,,8008,,
6,1995/10/07,15,7,19:03,磐田,磐田,2,3,Ｖ川崎,,17983,,
0,1995/10/14,16,1,13:00,長居２,Ｃ大阪,1,0,平塚,,10213,,
1,1995/10/14,16,2,13:03,等々力,Ｖ川崎,2,0,市原,,17724,,
2,1995/10/14,16,3,14:03,水前寺,横浜Ｆ,1,3,磐田,,13409,,
3,1995/10/14,16,4,15:03,国立,鹿島,1,3,名古屋,,50093,,
4,1995/10/14,16,5,15:03,柏,柏,2,5,浦和,,13061,,
5,1995/10/14,16,6,15:05,広島ビ,広島,5,0,Ｇ大阪,,10912,,
6,1995/10/14,16,7,16:03,日本平,清水,3,1,横浜M,,19943,,
0,1995/10/18,17,1,19:00,磐田,磐田,3,2,清水,,17976,,
1,1995/10/18,17,2,19:00,万博,Ｇ大阪,3,1,鹿島,,12820,,
2,1995/10/18,17,3,19:03,駒場,浦和,2,1,広島,,19878,,
3,1995/10/18,17,4,19:03,市原,市原,6,3,横浜Ｆ,,8451,,
4,1995/10/18,17,5,19:03,長良川,名古屋,0,1,Ｖ川崎,,22293,,
5,1995/10/18,17,6,19:04,三ツ沢,横浜M,0,0,Ｃ大阪,,10331,4,3
6,1995/10/18,17,7,19:04,平塚,平塚,0,1,柏,,9472,,
0,1995/10/21,18,1,15:00,三ツ沢,横浜Ｆ,2,0,名古屋,,13232,,
1,1995/10/21,18,2,15:01,駒場,浦和,0,1,Ｇ大阪,,19712,,
2,1995/10/21,18,3,15:01,等々力,Ｖ川崎,0,1,鹿島,,20974,,
3,1995/10/21,18,4,15:01,西京極,Ｃ大阪,3,0,磐田,,13074,,
4,1995/10/21,18,5,15:04,国立,柏,4,2,横浜M,,29523,,
5,1995/10/21,18,6,16:02,金沢,清水,1,3,市原,,12611,,
6,1995/10/21,18,7,18:30,鳥取,広島,2,1,平塚,,12734,,
0,1995/11/01,19,1,19:01,磐田,磐田,1,1,柏,,14664,5,6
1,1995/11/01,19,2,19:03,市原,市原,3,2,Ｃ大阪,,7449,,
2,1995/11/01,19,3,19:03,国立,平塚,2,3,浦和,,42191,,
3,1995/11/01,19,4,19:04,三ツ沢,横浜M,2,1,広島,,10638,,
4,1995/11/01,19,5,19:04,神戸ユ,Ｇ大阪,1,3,Ｖ川崎,,17009,,
5,1995/11/01,19,6,19:05,カシマ,鹿島,5,1,横浜Ｆ,,15508,,
6,1995/11/01,19,7,19:05,瑞穂陸,名古屋,2,1,清水,,22329,,
0,1995/11/04,20,1,14:00,磐田,磐田,2,1,浦和,,15758,,
1,1995/11/04,20,2,14:59,万博,Ｇ大阪,0,1,横浜Ｆ,,11462,,
2,1995/11/04,20,3,15:00,三ツ沢,横浜M,2,1,平塚,,12074,,
3,1995/11/04,20,4,15:03,市原,市原,4,2,広島,,14624,,
4,1995/11/04,20,5,15:03,等々力,Ｖ川崎,3,1,清水,,21337,,
5,1995/11/04,20,6,15:33,瑞穂陸,名古屋,3,1,柏,,19484,,
6,1995/11/04,20,7,19:32,国立,鹿島,2,2,Ｃ大阪,,47653,5,6
0,1995/11/08,21,1,19:00,日本平,清水,3,0,鹿島,,18222,,
1,1995/11/08,21,2,19:01,長居２,Ｃ大阪,1,0,名古屋,,10181,,
2,1995/11/08,21,3,19:03,平塚,平塚,1,3,Ｇ大阪,,8320,,
3,1995/11/08,21,4,19:03,広島ス,広島,2,0,磐田,,7194,,
4,1995/11/08,21,5,19:04,柏,柏,4,3,市原,,11044,,
5,1995/11/08,21,6,19:04,国立,横浜Ｆ,1,4,Ｖ川崎,,32876,,
6,1995/11/08,21,7,19:05,駒場,浦和,2,2,横浜M,,19455,5,4
0,1995/11/11,22,1,14:01,柏,柏,3,3,鹿島,,14273,2,4
1,1995/11/11,22,2,14:03,広島ビ,広島,0,2,名古屋,,12170,,
2,1995/11/11,22,3,15:00,三ツ沢,横浜M,0,0,Ｇ大阪,,11851,3,1
3,1995/11/11,22,4,15:03,平塚,平塚,0,1,磐田,,12622,,
4,1995/11/11,22,5,15:04,神戸ユ,Ｃ大阪,1,1,Ｖ川崎,,35236,4,2
5,1995/11/11,22,6,15:05,日本平,清水,0,1,横浜Ｆ,,20145,,
6,1995/11/11,22,7,15:06,駒場,浦和,2,1,市原,,19433,,
0,1995/11/15,23,1,19:01,磐田,磐田,3,0,横浜M,,14552,,
1,1995/11/15,23,2,19:03,市原,市原,2,4,平塚,,7928,,
2,1995/11/15,23,3,19:03,万博,Ｇ大阪,3,2,清水,,7320,,
3,1995/11/15,23,4,19:04,カシマ,鹿島,2,1,広島,,15648,,
4,1995/11/15,23,5,19:04,等々力,Ｖ川崎,2,0,柏,,15556,,
5,1995/11/15,23,6,19:04,国立,横浜Ｆ,3,1,Ｃ大阪,,24570,,
6,1995/11/15,23,7,19:05,瑞穂陸,名古屋,2,4,浦和,,21579,,
0,1995/11/18,24,1,15:00,柏,柏,3,2,横浜Ｆ,,12478,,
1,1995/11/18,24,2,15:00,平塚,平塚,2,3,名古屋,,11953,,
2,1995/11/18,24,3,15:00,長居２,Ｃ大阪,3,0,清水,,11477,,
3,1995/11/18,24,4,15:03,駒場,浦和,0,2,鹿島,,19660,,
4,1995/11/18,24,5,15:03,三ツ沢,横浜M,1,5,市原,,11926,,
5,1995/11/18,24,6,16:02,磐田,磐田,1,0,Ｇ大阪,,15345,,
6,1995/11/18,24,7,19:02,広島ビ,広島,3,1,Ｖ川崎,,20265,,
0,1995/11/22,25,1,19:00,カシマ,鹿島,0,1,平塚,,15703,,
1,1995/11/22,25,2,19:00,万博,Ｇ大阪,4,0,Ｃ大阪,,9016,,
2,1995/11/22,25,3,19:02,瑞穂陸,名古屋,1,0,横浜M,,22092,,
3,1995/11/22,25,4,19:03,市原,市原,1,0,磐田,,11787,,
4,1995/11/22,25,5,19:04,三ツ沢,横浜Ｆ,4,3,広島,,9086,,
5,1995/11/22,25,6,19:05,等々力,Ｖ川崎,0,2,浦和,,20392,,
6,1995/11/22,25,7,19:05,日本平,清水,1,3,柏,,17358,,
0,1995/11/25,26,1,15:00,平塚,平塚,2,1,Ｖ川崎,,15294,,
1,1995/11/25,26,2,15:00,万博,Ｇ大阪,1,1,市原,,9864,4,5
2,1995/11/25,26,3,15:02,三ツ沢,横浜M,3,0,鹿島,,11939,,
3,1995/11/25,26,4,15:03,磐田,磐田,2,1,名古屋,,17672,,
4,1995/11/25,26,5,15:03,広島ビ,広島,0,2,清水,,10098,,
5,1995/11/25,26,6,15:04,駒場,浦和,2,1,横浜Ｆ,,20591,,
6,1995/11/25,26,7,15:04,柏,柏,4,0,Ｃ大阪,,12041,,
